p13151,2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,6,[p4148;p1994;p9959;p17484;p8971;],4,16.0624
p19682,2,3,3,1,1,7,2,2,1,6,2,7,1,6,1,7,[p17705;p1778;p18376;p2515;],3,16.0624
p17508,2,1,3,2,1,4,4,4,8,2,1,6,0,7,1,6,[p13809;p4689;p3356;p6273;],3,16.0624
p12589,2,2,3,4,2,5,4,5,7,2,2,5,1,6,1,6,[p18004;p8607;p10159;p13846;],3,16.0935
p16309,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8,[p17142;p7339;p6569;p14049;p13811;],3,16.1245
p15904,2,4,2,3,1,5,4,5,7,2,2,4,1,7,1,6,[p16198;p15493;p13804;p6796;],2,16.1245
p13804,2,5,3,3,2,5,4,5,6,2,2,5,1,6,1,6,[p15652;p11440;p16198;p13950;],3,16.1245
p3356,2,1,2,2,1,4,4,4,8,3,2,6,0,7,1,6,[p17508;p4689;p13809;p6273;],2,16.1555
p11261,2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6,[p12827;p4049;p11536;p6273;],7,16.1555
p10112,1,1,2,1,1,7,3,2,1,6,2,8,1,6,1,7,[p19633;p19520;p8189;p4145;p11725;],2,16.1864
p7172,2,4,2,3,1,3,4,3,7,3,1,7,0,7,1,6,[p3688;p3920;p3403;p19452;],2,16.1864
p16440,2,5,3,4,1,4,3,4,7,2,2,5,0,7,0,6,[p16467;p16835;p673;p17386;],4,16.2173
p13809,2,1,3,2,1,4,4,3,8,2,1,7,0,7,1,6,[p17508;p5094;p5858;p4689;],4,16.2481
p19633,1,1,2,2,1,7,3,2,1,6,2,8,1,6,1,7,[p10112;p8189;p19520;p14830;],3,16.2788
p17142,2,3,3,4,1,0,1,5,6,0,0,6,0,8,0,8,[p16309;p2437;p302;p7339;],2,16.2788
p16708,3,2,4,4,1,5,2,7,8,1,3,2,1,6,1,5,[p19660;p8607;p4664;p12589;],1,16.2788
p16198,2,4,3,3,1,5,4,4,7,2,2,5,1,7,1,6,[p13950;p3403;p15904;p13804;],5,16.2788
p3403,2,4,3,3,1,4,4,4,7,2,2,6,0,7,1,6,[p13950;p17789;p19452;p3920;],10,16.3095
p10159,2,2,3,3,2,4,4,5,7,2,2,6,1,7,1,6,[p3848;p4049;p11536;p18004;],11,16.3401
p18970,2,1,3,3,1,7,2,1,2,6,2,7,2,5,2,8,[p8971;p3445;p3979;p14283;],0,16.3707
p3848,3,2,3,3,2,4,4,5,7,2,1,6,1,7,1,6,[p10159;p4049;p11536;p3718;],7,16.4012
p8728,3,3,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p5925;p16702;p11780;p15183;p9945;],1,16.4621
p5663,2,2,3,4,1,3,4,3,8,2,1,7,0,7,1,6,[p5094;p5858;p11528;p11261;],2,16.4924
p1994,3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,6,[p13151;p4148;p13479;p9959;],5,16.4924
p19578,2,4,4,3,1,6,3,2,2,5,2,8,2,6,2,6,[p9959;p7177;p4649;p4148;],5,16.4924
p3920,2,4,2,3,1,4,4,4,8,2,1,6,0,7,1,6,[p19452;p3403;p15724;p7332;],4,16.5227
p12827,3,2,4,4,2,4,4,4,7,2,1,6,0,7,1,6,[p11528;p3718;p11261;p3848;],3,16.5227
p4289,2,6,5,4,3,5,5,2,2,4,2,7,2,6,3,3,[p776;p7174;p18960;p1023;],1,16.5831
p13479,3,2,5,3,2,6,2,2,1,5,2,8,2,7,3,5,[p1994;p13151;p4148;p16359;],1,16.6132
p3460,2,3,2,4,1,0,2,5,6,0,0,7,0,8,0,8,[p13811;p14049;p6569;p16309;],0,16.6132
p13950,2,5,3,3,1,4,4,4,7,2,2,6,1,7,1,6,[p3403;p16198;p15652;p16835;p673;p17386;],5,16.6132
p8607,3,2,4,3,2,5,4,5,7,2,2,5,1,7,1,6,[p13846;p3848;p10159;p12589;],4,16.6433
p5925,3,3,4,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16702;p8728;p11780;p15566;p9605;],4,16.6733
p1778,1,3,2,1,1,7,2,2,1,7,2,8,1,6,1,7,[p2515;p19682;p18376;p5451;],2,16.6733
p15063,2,3,2,2,1,4,5,2,7,3,2,8,0,7,1,6,[p7172;p5094;p15724;p7332;],0,16.7033
p5858,3,2,3,3,2,4,4,3,8,2,1,7,0,7,1,6,[p11528;p5094;p5663;p13809;],4,16.7332
p9945,3,3,3,5,1,0,1,6,6,0,1,5,0,8,0,8,[p15183;p624;p8526;p5161;],6,16.7332
p7177,2,5,4,4,2,5,3,2,2,5,2,8,2,6,2,6,[p19578;p73;p19625;p4649;],2,16.7332
p15183,3,3,3,5,1,0,1,6,6,0,1,5,0,8,0,8,[p9945;p624;p8526;p5161;],6,16.7332
p8189,1,1,3,2,1,7,2,2,1,7,2,8,1,6,2,7,[p4939;p242;p1482;p19633;],4,16.7631
p6569,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,[p14049;p13811;p2437;p302;],7,16.7929
p14049,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,[p6569;p13811;p2437;p302;],7,16.7929
p17386,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,[p16835;p673;p11990;p17859;],6,16.7929
p673,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,[p16835;p17386;p11990;p17859;],6,16.7929
p19520,1,1,2,1,1,7,4,2,1,7,1,8,2,6,1,7,[p11725;p19769;p10112;p9526;],2,16.7929
p13811,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,[p6569;p14049;p2437;p302;],7,16.7929
p15652,2,5,3,4,2,4,4,5,7,2,2,6,1,6,1,6,[p17386;p673;p16835;p13950;],4,16.7929
p16835,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,[p673;p17386;p11990;p17859;],6,16.7929
p19452,3,4,3,3,1,4,4,4,8,2,1,6,0,7,1,6,[p3920;p3403;p17859;p7281;],6,16.8226
p3445,2,1,4,2,1,7,2,2,2,6,2,8,2,6,2,7,[p8719;p18247;p9705;p3979;],6,16.8523
p9605,4,3,4,5,1,1,0,6,6,0,1,4,0,8,0,8,[p15566;p16702;p11780;p5925;],3,16.8819
p15566,4,3,4,5,1,1,0,6,6,0,1,4,0,8,0,8,[p9605;p16702;p11780;p5925;],3,16.8819
p4649,2,4,4,3,2,7,2,2,2,5,2,8,2,5,2,7,[p19578;p3434;p11880;p6767;],4,16.8819
p11780,3,3,4,5,1,0,0,6,6,0,1,5,0,8,0,8,[p16702;p13277;p15183;p9945;],6,16.9115
p3688,2,5,3,3,1,3,4,3,8,2,1,7,0,7,1,6,[p6194;p11990;p7172;p19452;],2,16.9115
p2526,3,6,4,4,2,4,3,7,6,1,2,4,1,6,1,6,[p12463;p7727;p13832;p17943;],3,16.9115
p16702,3,3,4,5,1,1,0,6,6,0,1,5,0,8,0,8,[p11780;p5925;p15566;p9605;],5,16.9411
p302,2,3,3,5,1,0,1,5,6,0,0,7,0,8,0,8,[p2437;p6569;p13811;p14049;],5,16.9411
p19058,2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8,[p14572;p9515;p1397;p4694;p3467;p7513;],6,16.9411
p2437,2,3,3,5,1,0,1,5,6,0,0,7,0,8,0,8,[p302;p6569;p13811;p14049;],5,16.9411
p14572,2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8,[p19058;p9515;p1397;p4694;p3467;p7513;],6,16.9411
p19769,2,1,3,1,0,7,4,2,0,7,1,8,2,6,1,7,[p19829;p14692;p3505;p18333;],1,16.9706
p10441,1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8,[p5311;p4863;p3429;p4277;],4,17
p5311,1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8,[p10441;p4863;p3429;p4277;],4,17
p5161,3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8,[p8526;p624;p4824;p15183;p9945;],4,17.0294
p8526,3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8,[p5161;p624;p4824;p15183;p9945;],4,17.0294
p624,3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,[p5161;p8526;p15183;p9945;],4,17.0587
p15719,3,6,4,4,2,5,3,5,8,2,2,4,1,6,1,5,[p4664;p5730;p1678;p747;],5,17.0587
p8971,2,2,4,3,2,7,2,1,2,6,2,8,2,6,2,7,[p17484;p16359;p9032;p14283;],6,17.088
p4694,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8,[p3467;p7513;p14572;p19058;],4,17.088
p3467,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8,[p4694;p7513;p14572;p19058;],4,17.088
p7513,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8,[p4694;p3467;p14572;p19058;],4,17.088
p7463,3,5,4,3,2,4,4,4,8,2,1,5,1,7,1,6,[p7281;p17859;p19452;p16934;],2,17.088
p17484,2,2,4,3,2,7,2,2,2,6,1,8,2,6,2,7,[p14283;p8971;p6774;p16359;],4,17.088
p12602,2,3,3,2,1,5,4,5,8,3,2,6,1,7,1,6,[p17789;p10159;p16198;p7332;p15724;],0,17.1172
p13693,1,0,2,0,0,7,4,2,0,7,2,8,1,6,1,8,[p2906;p2155;p18331;p12579;p1930;],3,17.1172
p2906,1,0,2,0,0,7,4,2,0,7,2,8,1,6,1,8,[p13693;p2155;p18331;p12579;p1930;],3,17.1172
p14283,2,2,4,3,1,7,3,2,2,6,1,8,2,6,2,7,[p17484;p8971;p3445;p6774;],4,17.1464
p8719,2,1,4,2,1,7,2,2,1,6,2,8,2,7,2,7,[p18247;p3445;p242;p1482;],6,17.1464
p17381,1,0,2,0,0,7,4,2,0,7,2,8,2,6,1,8,[p2861;p8354;p14525;p18572;],0,17.2047
p3718,3,2,4,4,2,4,4,5,8,2,1,6,0,7,1,6,[p11528;p12827;p3848;p11261;],3,17.2337
p10963,2,6,3,4,1,3,3,6,8,1,1,5,0,7,1,6,[p747;p1310;p17943;p16440;],2,17.2337
p318,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16660;p14917;p7431;p12962;p3325;],7,17.2627
p3325,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16660;p14917;p7431;p12962;p318;],7,17.2627
p18886,3,6,3,4,1,0,1,6,6,0,1,5,0,8,0,8,[p18340;p19213;p16660;p14917;p318;p3325;p12962;p7431;],2,17.2627
p73,3,5,5,3,2,6,2,2,2,5,2,8,2,6,3,6,[p7177;p19578;p15115;p16415;],2,17.2627
p3979,2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7,[p16582;p3445;p18555;p7688;],2,17.2627
p12962,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16660;p14917;p7431;p3325;p318;],7,17.2627
p7431,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16660;p14917;p12962;p3325;p318;],7,17.2627
p18340,3,6,3,4,1,0,1,6,6,0,1,5,0,8,0,8,[p18886;p19213;p16660;p14917;p318;p3325;p12962;p7431;],2,17.2627
p14917,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p16660;p7431;p12962;p3325;p318;],7,17.2627
p4145,1,1,2,1,0,7,4,2,0,6,2,8,2,7,1,8,[p144;p17363;p8084;p11160;],1,17.2627
p16453,3,6,3,4,2,0,2,4,5,1,1,7,0,8,0,8,[p1984;p12135;p6876;p17293;],2,17.2627
p11725,1,1,2,1,0,7,4,2,0,7,2,8,2,6,1,8,[p11160;p144;p17363;p8084;],2,17.2627
p16660,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,[p14917;p7431;p12962;p3325;p318;],7,17.2627
p9515,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8,[p1397;p15725;p8428;p14572;p19058;],7,17.3205
p1397,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8,[p9515;p15725;p8428;p14572;p19058;],7,17.3205
p1582,2,1,4,2,1,8,2,2,1,7,2,8,2,6,3,6,[p18247;p18555;p7688;p1482;p242;],0,17.3494
p11528,3,2,4,4,2,4,4,4,8,2,1,7,0,7,1,6,[p3718;p12827;p5858;p11261;],4,17.3494
p2994,2,6,2,4,0,0,2,5,6,0,0,7,0,8,0,8,[p4373;p8428;p15725;p1397;p9515;],3,17.3781
p12463,2,6,3,4,2,4,3,8,7,1,2,4,1,6,1,6,[p2526;p17943;p7727;p10963;],2,17.3781
p4373,2,6,2,4,0,0,2,5,6,0,0,7,0,8,0,8,[p2994;p8428;p15725;p1397;p9515;],3,17.3781
p8428,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,[p15725;p2994;p4373;p9515;p1397;],5,17.4069
p7281,3,5,4,3,2,4,4,4,8,2,1,6,1,7,1,6,[p7463;p17859;p16934;p19452;],4,17.4069
p15725,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,[p8428;p2994;p4373;p9515;p1397;],5,17.4069
p1678,4,5,5,4,2,4,4,5,8,2,2,5,1,6,1,5,[p15719;p7463;p4664;p17859;],2,17.4069
p4488,2,7,3,5,2,4,4,4,7,2,1,6,1,6,1,6,[p4737;p6965;p17943;p16179;],4,17.4069
p4277,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8,[p4863;p3429;p5311;p10441;],4,17.4356
p3429,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8,[p4863;p4277;p5311;p10441;],4,17.4356
p776,2,6,5,4,3,6,5,1,3,5,2,7,2,6,3,4,[p4289;p18960;p1075;p10577;],2,17.4356
p13277,3,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8,[p5532;p17171;p2948;p11780;],4,17.4356
p4863,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8,[p3429;p4277;p5311;p10441;],4,17.4356
p4854,2,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,[p14783;p15577;p1578;p3740;],4,17.4642
p18333,2,1,3,1,1,7,4,2,0,7,2,8,2,7,1,7,[p19829;p14692;p17078;p19761;p9917;],1,17.4642
p12579,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8,[p1930;p2861;p8354;p14525;p18572;],3,17.4929
p1930,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8,[p12579;p2861;p8354;p14525;p18572;],3,17.4929
p18376,2,3,3,1,1,8,2,2,1,7,2,8,2,6,2,7,[p5451;p18882;p460;p7525;],6,17.5214
p2155,1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8,[p18331;p2906;p13693;p8113;p8506;],3,17.5499
p19213,3,6,3,4,1,0,1,6,6,0,0,6,0,8,0,8,[p9686;p16043;p1077;p18340;p18886;],2,17.5499
p878,2,7,4,4,1,5,4,3,2,5,1,7,2,6,2,7,[p14887;p12793;p19464;p14058;],0,17.5499
p18331,1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8,[p2155;p2906;p13693;p8113;p8506;],3,17.5499
p4824,3,4,3,6,1,0,1,6,6,0,0,6,0,8,0,8,[p37;p3244;p14783;p15577;p1578;],4,17.5499
p1023,3,7,5,5,3,6,3,2,2,4,2,7,2,5,2,6,[p10577;p15929;p19471;p1223;],2,17.5499
p8166,3,5,5,4,2,6,3,2,2,5,2,7,3,4,3,8,[p15115;p6767;p4649;p10737;],0,17.5499
p18572,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,[p14525;p2861;p8354;p8506;p8113;],8,17.5784
p14525,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,[p2861;p8354;p18572;p8506;p8113;],8,17.5784
p3505,2,1,3,1,1,7,4,2,0,7,1,8,3,6,1,8,[p19761;p9917;p16508;p16194;],3,17.5784
p17859,3,5,4,4,2,4,4,4,8,2,1,6,0,7,1,6,[p16934;p7281;p19479;p11990;],9,17.5784
p8354,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,[p14525;p2861;p18572;p8506;p8113;],8,17.5784
p16415,2,4,4,3,2,7,2,2,1,6,2,8,2,7,3,6,[p10665;p1533;p19625;p11678;],3,17.5784
p6876,2,7,3,5,1,0,1,4,5,1,1,7,0,8,0,8,[p12135;p1984;p14687;p17293;],4,17.5784
p2861,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,[p14525;p8354;p18572;p8506;p8113;],8,17.5784
p1578,3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,[p14783;p15577;p3740;p4854;],6,17.6068
p1316,3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,5,[p17176;p11019;p17577;p15991;],1,17.6068
p6442,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p14260;p11471;p16205;p11895;],10,17.6068
p460,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,[p5451;p11234;p18376;p18882;],3,17.6068
p16205,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p14260;p11471;p6442;p11895;],10,17.6068
p11990,2,5,3,4,2,4,4,4,8,2,1,7,0,7,1,6,[p16934;p17386;p673;p16835;],8,17.6068
p16508,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8,[p16194;p7687;p9917;p19761;],5,17.6068
p11471,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p14260;p16205;p6442;p11895;],10,17.6068
p14260,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p11471;p16205;p6442;p11895;],10,17.6068
p16194,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8,[p16508;p7687;p9917;p19761;],5,17.6068
p15577,3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,[p14783;p1578;p3740;p4854;],6,17.6068
p21,3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,[p5460;p7422;p9686;p16043;p1077;],1,17.6068
p14783,3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,[p15577;p1578;p3740;p4854;],6,17.6068
p8084,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p17363;p144;p11160;p6442;p14260;p11471;p16205;],10,17.6352
p17363,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p8084;p144;p11160;p6442;p14260;p11471;p16205;],10,17.6352
p144,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p8084;p17363;p11160;p6442;p14260;p11471;p16205;],10,17.6352
p5532,4,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8,[p2948;p17171;p13277;p7257;],4,17.6352
p11160,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,[p8084;p17363;p144;p6442;p14260;p11471;p16205;],10,17.6352
p17171,4,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8,[p2948;p5532;p13277;p7257;],4,17.6352
p2948,4,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8,[p17171;p5532;p13277;p7257;],4,17.6352
