id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,len,clasteId,pointType,timeToCalcNeighbours,# distance calc,len(rnnk),kNN,reverskNN,NDF
p77,5,9,8,6,8,6,6,3,4,7,5,8,7,10,7,6,27.1846,-1,-1,44.9333,20000,0,[,],[,],[,p77;],
p78,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,21.7486,-1,-1,44.3185,20000,0,[,],[,],[,p78;p1724;p10862;p11573;p12050;],
p79,2,4,4,3,3,7,8,4,4,9,5,8,2,6,3,10,22.7596,-1,-1,43.2942,20000,0,[,],[,],[,p79;],
p80,5,10,7,7,5,7,9,4,6,5,8,10,6,10,1,7,28.3725,-1,-1,42.8883,20000,0,[,],[,],[,p80;],
p81,4,7,4,5,3,7,6,12,4,7,12,8,3,9,0,8,27.7669,-1,-1,46.2293,20000,0,[,],[,],[,p81;],
p82,7,10,5,5,2,6,8,6,8,11,7,11,2,8,5,9,29.4618,-1,-1,42.407,20000,0,[,],[,],[,p82;],
p83,5,9,6,7,4,8,7,8,5,7,6,8,3,8,3,8,26.533,-1,-1,41.1318,20000,0,[,],[,],[,p83;],
p84,7,13,5,7,3,6,8,6,8,10,6,10,1,8,8,8,30.4959,-1,-1,42.9547,20000,0,[,],[,],[,p84;],
p85,5,10,7,7,5,10,6,4,7,11,3,6,4,6,4,8,27.3313,-1,-1,42.4378,20000,0,[,],[,],[,p85;],
p86,5,7,6,5,3,4,8,5,7,9,8,9,3,9,2,5,25.3574,-1,-1,42.7005,20000,0,[,],[,],[,p86;],
p87,3,4,5,3,3,9,7,3,5,11,3,6,2,7,3,9,23.2594,-1,-1,41.8982,20000,0,[,],[,],[,p87;],
p88,2,4,3,3,2,7,7,5,7,7,6,9,2,8,5,10,23.9374,-1,-1,41.9458,20000,0,[,],[,],[,p88;],
p89,6,10,6,8,4,6,7,6,7,10,8,11,2,9,5,9,29.9666,-1,-1,43.0549,20000,0,[,],[,],[,p89;],
p90,5,9,7,6,6,10,6,2,6,11,3,8,3,8,4,12,28.8097,-1,-1,41.3797,20000,0,[,],[,],[,p90;],
p91,4,10,7,7,2,8,7,3,0,7,0,8,3,7,2,8,24.0624,-1,-1,42.6086,20000,0,[,],[,],[,p91;],
p92,1,1,3,2,1,6,10,1,6,8,11,8,1,11,2,8,25.0599,-1,-1,42.0572,20000,0,[,],[,],[,p92;],
p93,2,4,4,6,4,8,11,3,3,5,8,9,2,11,5,6,25.4362,-1,-1,42.7761,20000,0,[,],[,],[,p93;],
p94,5,10,6,8,5,8,6,9,4,7,5,8,3,8,3,8,27.037,-1,-1,41.7132,20000,0,[,],[,],[,p94;],
p95,7,10,7,7,5,7,6,7,8,11,6,11,2,11,5,9,31.289,-1,-1,42.6698,20000,0,[,],[,],[,p95;],
p96,5,9,7,7,5,8,3,1,2,6,2,7,3,5,4,7,22.2486,-1,-1,41.1653,20000,0,[,],[,],[,p96;],
p97,3,4,4,3,1,5,9,5,7,12,9,10,1,10,3,7,26.7395,-1,-1,42.2593,20000,0,[,],[,],[,p97;],
p98,4,5,6,7,6,7,8,4,1,8,6,6,4,10,8,5,25.1595,-1,-1,42.78,20000,0,[,],[,],[,p98;],
p99,4,11,6,8,8,7,7,3,4,7,6,8,7,10,8,6,28.6705,-1,-1,44.2862,20000,0,[,],[,],[,p99;],
p100,4,7,6,5,4,8,6,5,5,8,7,7,3,7,4,6,23.7487,-1,-1,42.2234,20000,0,[,],[,],[,p100;],
p101,4,7,5,5,3,8,7,12,1,6,9,8,8,6,0,8,26.9629,-1,-1,40.9137,20000,0,[,],[,],[,p101;p7783;],
p102,3,9,5,7,3,7,11,2,3,6,11,9,2,10,1,8,27.6225,-1,-1,41.0153,20000,0,[,],[,],[,p102;],
p103,2,3,4,2,2,8,8,3,5,9,4,7,2,6,3,10,22.2261,-1,-1,40.9849,20000,0,[,],[,],[,p103;],
p104,3,8,5,6,3,7,12,4,6,7,11,8,2,12,1,8,28.8964,-1,-1,41.591,20000,0,[,],[,],[,p104;],
p105,5,8,7,9,7,8,9,4,5,7,7,8,5,7,10,10,29.8329,-1,-1,41.3848,20000,0,[,],[,],[,p105;],
p106,3,5,5,3,2,8,7,3,8,11,5,7,1,9,4,8,24.7992,-1,-1,41.3306,20000,0,[,],[,],[,p106;],
p107,6,11,8,9,9,9,7,5,2,6,6,10,8,8,5,10,31.0966,-1,-1,40.8809,20000,0,[,],[,],[,p107;],
p108,2,3,3,2,2,9,6,4,6,10,4,6,2,8,2,9,22.4499,-1,-1,41.0895,20000,0,[,],[,],[,p108;p7889;],
p109,2,0,2,1,1,8,6,6,5,6,5,9,2,8,5,10,22.4944,-1,-1,41.2665,20000,0,[,],[,],[,p109;],
p110,5,8,7,10,7,10,5,4,4,8,3,6,3,5,8,8,26.7395,-1,-1,40.8672,20000,0,[,],[,],[,p110;],
p111,6,11,6,8,4,5,7,10,10,7,6,6,3,8,4,8,28.6531,-1,-1,41.2002,20000,0,[,],[,],[,p111;p813;],
p112,1,3,3,2,1,6,3,2,2,5,2,8,1,6,1,7,16.0312,-1,-1,41.6956,20000,0,[,],[,],[,p112;],
p113,1,0,1,0,0,7,13,1,4,7,10,8,0,8,0,8,24.0416,-1,-1,41.0998,20000,0,[,],[,],[,p113;p2274;],
p114,2,3,3,1,1,7,7,6,5,7,6,9,2,9,4,10,23.4521,-1,-1,40.9221,20000,0,[,],[,],[,p114;],
p115,1,3,2,1,0,6,4,1,7,8,2,10,0,7,2,9,20.4695,-1,-1,41.0325,20000,0,[,],[,],[,p115;],
p116,6,9,8,7,8,8,4,7,3,7,6,7,8,7,6,3,26.9072,-1,-1,40.9638,20000,0,[,],[,],[,p116;],
p117,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,20.567,-1,-1,41.4658,20000,0,[,],[,],[,p117;p9486;],
p118,6,8,9,7,10,6,8,5,3,6,5,8,13,9,5,8,30.4631,-1,-1,40.727,20000,0,[,],[,],[,p118;],
p119,4,9,4,4,2,11,4,4,5,12,3,8,2,7,6,12,27.5862,-1,-1,41.437,20000,0,[,],[,],[,p119;],
p120,2,3,3,4,2,8,7,5,8,4,6,8,0,8,8,8,23.4947,-1,-1,40.7826,20000,0,[,],[,],[,p120;],
p121,9,14,8,8,5,7,4,4,8,9,5,9,3,8,9,9,31.5753,-1,-1,41.8184,20000,0,[,],[,],[,p121;],
p122,3,6,5,4,1,8,8,4,2,6,14,8,3,10,0,8,26.533,-1,-1,41.2667,20000,0,[,],[,],[,p122;],
p123,5,10,5,8,6,6,8,9,5,6,5,7,2,8,5,11,27.9285,-1,-1,41.1241,20000,0,[,],[,],[,p123;],
p124,7,9,5,13,5,7,8,5,3,11,7,7,3,9,11,6,31.0161,-1,-1,41.958,20000,0,[,],[,],[,p124;],
p125,4,9,5,7,5,5,8,6,4,8,7,9,3,8,7,10,27.4408,-1,-1,40.6038,20000,0,[,],[,],[,p125;],
p126,8,9,8,6,6,2,12,2,2,10,10,8,7,11,1,7,30.348,-1,-1,41.2573,20000,0,[,],[,],[,p126;],
p127,3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8,28.1247,-1,-1,40.8295,20000,0,[,],[,],[,p127;],
p128,3,7,3,5,2,1,12,4,5,12,11,7,0,8,1,6,26.4008,-1,-1,41.3552,20000,0,[,],[,],[,p128;],
p129,5,8,6,10,8,7,9,5,5,7,6,7,4,9,9,7,28.8097,-1,-1,41.1854,20000,0,[,],[,],[,p129;],
p130,4,9,5,7,2,10,6,2,8,14,3,8,0,7,0,8,27.5862,-1,-1,41.6556,20000,0,[,],[,],[,p130;],
p131,5,9,5,7,2,3,12,4,4,10,12,7,3,10,1,8,28.9137,-1,-1,41.3441,20000,0,[,],[,],[,p131;],
p132,6,9,8,6,9,7,8,6,5,7,5,8,8,9,8,6,29.2404,-1,-1,45.0832,20000,0,[,],[,],[,p132;],
p133,9,13,10,8,6,11,11,7,3,4,7,9,9,13,3,6,34.5109,-1,-1,56.937,20000,0,[,],[,],[,p133;],
p134,4,8,4,6,4,7,7,7,4,10,6,8,3,8,3,6,25.0799,-1,-1,52.7156,20000,0,[,],[,],[,p134;],
p135,1,3,3,1,1,8,8,2,5,14,5,8,1,7,0,8,24.0208,-1,-1,46.9031,20000,0,[,],[,],[,p135;],
p136,3,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,28.0535,-1,-1,46.0955,20000,0,[,],[,],[,p136;],
p137,6,9,8,5,4,9,3,3,2,9,3,9,8,2,1,9,25.4165,-1,-1,42.2845,20000,0,[,],[,],[,p137;],
p138,9,13,10,7,6,4,9,4,6,10,10,11,5,8,4,6,32.3419,-1,-1,41.9937,20000,0,[,],[,],[,p138;],
p139,5,9,7,6,6,5,10,5,5,10,8,3,1,10,3,7,27.0924,-1,-1,41.664,20000,0,[,],[,],[,p139;],
p140,5,10,7,8,4,10,3,2,3,8,1,7,2,7,3,8,24.8193,-1,-1,42.1971,20000,0,[,],[,],[,p140;],
p141,2,5,3,3,2,6,7,5,5,9,7,10,2,9,4,9,24.454,-1,-1,41.817,20000,0,[,],[,],[,p141;],
p142,5,9,5,4,3,10,7,4,5,7,9,5,4,11,2,7,26.2869,-1,-1,41.134,20000,0,[,],[,],[,p142;],
p143,2,2,3,3,2,8,7,3,8,6,6,7,2,8,5,7,21.8861,-1,-1,41.7217,20000,0,[,],[,],[,p143;],
p144,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,17.6352,-1,-1,41.2811,20000,0,[,],[,],[,p144;p8084;p11160;p17363;],
p145,6,10,8,8,5,8,6,3,9,12,4,9,3,6,8,9,30.1662,-1,-1,41.8138,20000,0,[,],[,],[,p145;],
p146,4,9,5,6,5,7,6,7,6,6,8,10,2,11,9,7,28.4253,-1,-1,40.7889,20000,0,[,],[,],[,p146;],
p147,8,9,11,7,8,10,6,2,5,9,3,6,10,8,3,9,30.3974,-1,-1,42.1698,20000,0,[,],[,],[,p147;],
p148,4,10,4,8,4,7,8,3,12,9,6,8,0,8,7,7,28.6531,-1,-1,40.7405,20000,0,[,],[,],[,p148;p15757;],
p149,4,8,5,6,3,7,7,12,1,7,9,8,8,6,0,8,27.4044,-1,-1,41.708,20000,0,[,],[,],[,p149;],
p150,12,13,11,7,5,8,11,3,3,5,10,7,8,12,1,6,33.6155,-1,-1,41.287,20000,0,[,],[,],[,p150;],
p151,7,11,7,8,5,5,10,0,8,11,9,6,1,9,3,4,29.0172,-1,-1,41.6433,20000,0,[,],[,],[,p151;],
p152,2,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8,27.258,-1,-1,42.3641,20000,0,[,],[,],[,p152;],
p153,1,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,20.8087,-1,-1,41.4865,20000,0,[,],[,],[,p153;],
p154,5,9,5,4,3,5,9,3,6,9,8,9,5,7,3,7,25.7876,-1,-1,41.1419,20000,0,[,],[,],[,p154;],
p155,4,9,5,7,3,6,8,7,7,7,10,9,3,9,1,8,27.6225,-1,-1,41.1316,20000,0,[,],[,],[,p155;],
p156,4,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8,23.2164,-1,-1,41.0093,20000,0,[,],[,],[,p156;],
p157,3,3,4,2,1,4,12,3,2,10,11,7,2,11,1,8,25.923,-1,-1,41.266,20000,0,[,],[,],[,p157;],
p158,5,9,6,4,4,7,9,2,3,7,8,6,8,11,2,7,26.533,-1,-1,40.8214,20000,0,[,],[,],[,p158;],
p159,3,4,5,3,3,10,6,3,7,10,3,6,2,8,3,9,23.7697,-1,-1,41.787,20000,0,[,],[,],[,p159;],
p160,4,2,5,4,4,7,8,4,6,7,5,7,3,7,4,8,22.4277,-1,-1,41.2719,20000,0,[,],[,],[,p160;],
p161,3,5,5,4,2,8,7,3,7,10,6,7,1,9,5,8,24.6171,-1,-1,41.0855,20000,0,[,],[,],[,p161;p14920;],
p162,7,10,6,5,3,7,8,2,7,11,6,6,2,9,5,6,26.9072,-1,-1,42.1603,20000,0,[,],[,],[,p162;],
p163,5,7,6,6,6,8,6,5,4,7,5,8,7,9,6,3,25.219,-1,-1,41.4238,20000,0,[,],[,],[,p163;],
p164,3,5,5,8,3,11,5,3,5,10,2,7,2,7,5,11,25.7682,-1,-1,42.9463,20000,0,[,],[,],[,p164;],
p165,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8,28.3725,-1,-1,42.4338,20000,0,[,],[,],[,p165;p8720;p13940;],
p166,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,23.6008,1,1,41.8193,20000,0,[,],[,],[,p166;p3810;p6535;p8472;p9753;p13553;p14352;p15476;p15952;p16436;p16469;p17818;p18833;p18945;],
p167,8,12,6,9,5,7,11,3,3,13,5,4,3,9,9,9,31.6228,-1,-1,45.7925,20000,0,[,],[,],[,p167;],
p168,2,3,3,4,3,8,8,5,2,8,8,9,2,9,5,8,24.2281,-1,-1,51.1747,20000,0,[,],[,],[,p168;],
p169,5,10,7,8,4,5,13,5,4,13,8,3,2,10,2,5,29.3939,-1,-1,41.905,20000,0,[,],[,],[,p169;],
p170,2,7,2,5,1,13,2,7,5,14,2,11,0,7,0,8,27.6405,-1,-1,46.1302,20000,0,[,],[,],[,p170;],
p171,3,7,4,5,4,8,8,7,2,7,4,6,4,6,8,8,24.0208,-1,-1,42.3972,20000,0,[,],[,],[,p171;],
p172,4,8,5,6,3,7,8,4,8,11,7,7,2,8,5,6,26.2869,-1,-1,44.9682,20000,0,[,],[,],[,p172;],
p173,3,5,4,4,3,7,7,6,6,7,6,8,3,8,3,8,23.2379,-1,-1,47.2573,20000,0,[,],[,],[,p173;],
p174,4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7,25.3574,-1,-1,45.869,20000,0,[,],[,],[,p174;],
p175,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,28.3901,-1,-1,46.1566,20000,0,[,],[,],[,p175;],
p176,1,3,2,2,1,9,2,2,1,8,2,8,1,6,1,8,18.5203,-1,-1,60.6554,20000,0,[,],[,],[,p176;],
p177,3,6,4,4,1,5,11,2,2,8,12,8,1,11,0,8,26.2679,-1,-1,51.0209,20000,0,[,],[,],[,p177;],
p178,3,8,3,6,2,5,9,10,5,8,6,5,2,9,4,8,25.3574,-1,-1,44.1564,20000,0,[,],[,],[,p178;],
p179,2,6,3,4,2,8,12,2,8,5,11,9,1,11,1,8,27.55,-1,-1,43.7619,20000,0,[,],[,],[,p179;],
p180,4,6,5,4,5,7,7,4,3,6,8,10,5,11,3,8,25.6905,-1,-1,42.9535,20000,0,[,],[,],[,p180;],
p181,5,9,5,6,2,7,8,15,0,7,5,8,3,8,0,8,28,-1,-1,42.5403,20000,0,[,],[,],[,p181;],
p182,2,5,3,4,2,6,7,6,6,10,7,11,2,9,4,9,25.8263,-1,-1,41.1002,20000,0,[,],[,],[,p182;],
p183,4,9,6,7,4,6,9,6,5,7,7,8,6,9,2,6,26.3629,-1,-1,42.8084,20000,0,[,],[,],[,p183;],
p184,4,8,5,6,5,8,8,3,8,7,7,7,0,8,11,8,27.6225,-1,-1,44.2873,20000,0,[,],[,],[,p184;],
p185,5,8,6,10,8,9,9,2,3,6,9,6,9,11,7,5,29.8831,-1,-1,41.0871,20000,0,[,],[,],[,p185;],
p186,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7,24.0208,-1,-1,41.0166,20000,0,[,],[,],[,p186;p6032;p15264;],
p187,2,1,2,1,1,4,7,5,8,7,6,13,0,8,7,9,24.7588,-1,-1,42.3447,20000,0,[,],[,],[,p187;],
p188,2,4,4,2,2,8,7,3,5,10,4,7,2,7,3,10,22.7596,-1,-1,42.379,20000,0,[,],[,],[,p188;],
p189,3,5,5,3,3,7,8,2,8,11,7,9,2,9,4,8,25.9615,-1,-1,42.2508,20000,0,[,],[,],[,p189;],
p190,3,5,5,4,3,8,7,2,7,11,5,8,2,9,5,10,25.8844,-1,-1,42.4004,20000,0,[,],[,],[,p190;],
p191,7,9,7,11,8,7,10,4,4,7,10,11,5,11,10,9,33.7935,-1,-1,42.1567,20000,0,[,],[,],[,p191;],
p192,8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4,31.4166,-1,-1,40.9248,20000,0,[,],[,],[,p192;],
p193,7,12,6,6,3,7,8,2,7,11,6,6,2,9,6,5,27.9106,-1,-1,41.1564,20000,0,[,],[,],[,p193;],
p194,5,11,6,8,6,6,7,9,7,6,5,5,2,8,3,7,26.6271,-1,-1,41.0619,20000,0,[,],[,],[,p194;],
p195,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,24.2899,2,1,41.1159,20000,0,[,],[,],[,p195;p4733;p7266;p8393;p11466;p12938;p17802;],
p196,4,7,6,9,7,9,10,7,4,7,7,6,5,11,6,3,28.3196,-1,-1,41.1892,20000,0,[,],[,],[,p196;],
